Hours Worked,Comm1,Comm2,Comm3
63.75,0.005297308,0.005937378,0.005411326
63.8,0.005286387,0.005931069,0.00540452
63.85,0.005275465,0.005924752,0.00539771
63.9,0.005264543,0.005918427,0.005390894
63.95,0.005253621,0.005912094,0.005384074
64,0.005242699,0.005905754,0.00537725
64.05,0.005231777,0.005899406,0.005370421
64.1,0.005220855,0.00589305,0.005363588
64.15,0.005209933,0.005886688,0.00535675
64.2,0.005199011,0.005880317,0.005349908
64.25,0.00518809,0.005873939,0.005343062
64.3,0.005177169,0.005867554,0.005336212
64.35,0.005166248,0.005861161,0.005329357
64.4,0.005155329,0.005854761,0.005322498
64.45,0.00514441,0.005848354,0.005315635
64.5,0.005133492,0.005841939,0.005308768
64.55,0.005122575,0.005835518,0.005301896
64.6,0.005111659,0.005829089,0.005295021
64.65,0.005100744,0.005822653,0.005288142
64.7,0.00508983,0.00581621,0.005281258
64.75,0.005078918,0.005809759,0.005274371
64.8,0.005068007,0.005803302,0.00526748
64.85,0.005057097,0.005796838,0.005260585
64.9,0.005046189,0.005790367,0.005253687
64.95,0.005035283,0.005783889,0.005246784
